Assessment Name,URL,Remote Testing,Adaptive/IRT,Test Type,Description,Duration,Embedding text
Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,A,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.
The Job levels: Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",35,"Reading Comprehension v2 is an SHL assessment designed to evaluate The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.
The Job levels: Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'A', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 35 minutes."
RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,Yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks
The Job levels: Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,
Languages allowed: English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French,",10,"RemoteWorkQ is an SHL assessment designed to evaluate Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks
The Job levels: Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,
Languages allowed: English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French,.
It falls under the category of 'C', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 10 minutes."
RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks
The Job levels: Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level,",,"RemoteWorkQ Manager Report is an SHL assessment designed to evaluate Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks
The Job levels: Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level,.
It falls under the category of 'C', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,Yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks
The Job levels: General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",,"RemoteWorkQ Participant Report is an SHL assessment designed to evaluate Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks
The Job levels: General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,.
It falls under the category of 'C', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,Yes,No,K,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",12,"RESTful Web Services (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 12 minutes."
Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,"B, K, S, A","The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.
The Job levels: Entry-Level,
Languages allowed: English (USA),",30,"Retail Sales and Service Simulation is an SHL assessment designed to evaluate The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.
The Job levels: Entry-Level,
Languages allowed: English (USA),.
It falls under the category of 'B, K, S, A', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 30 minutes."
Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,K,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.
The Job levels: Entry-Level, Mid-Professional,
Languages allowed: English (USA),",5,"Reviewing Forms - US (R1) is an SHL assessment designed to evaluate This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.
The Job levels: Entry-Level, Mid-Professional,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 5 minutes."
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",11,"Ruby (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 11 minutes."
Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",11,"Ruby on Rails (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 11 minutes."
Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,"S, B","As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.
The Job levels: Entry-Level,
Languages allowed: English (USA), English (Australia), English International, Chinese Simplified, French, Spanish, Portuguese (Brazil), Italian, Dutch, Latin American Spanish, French (Canada), German,",20,"Sales & Service Phone Simulation is an SHL assessment designed to evaluate As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.
The Job levels: Entry-Level,
Languages allowed: English (USA), English (Australia), English International, Chinese Simplified, French, Spanish, Portuguese (Brazil), Italian, Dutch, Latin American Spanish, French (Canada), German,.
It falls under the category of 'S, B', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 20 minutes."
Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,"B, P, S","As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.
The Job levels: Entry-Level,
Languages allowed: English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada),",35,"Sales & Service Phone Solution is an SHL assessment designed to evaluate As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.
The Job levels: Entry-Level,
Languages allowed: English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada),.
It falls under the category of 'B, P, S', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 35 minutes."
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,Yes,No,"P, P","The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,
Languages allowed: English International,",,"Sales Interview Guide is an SHL assessment designed to evaluate The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,
Languages allowed: English International,.
It falls under the category of 'P, P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,Yes,No,P,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,
Languages allowed: English International, Finnish,",,"Sales Profiler Cards is an SHL assessment designed to evaluate The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,
Languages allowed: English International, Finnish,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,P,"This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,"Sales Transformation 1.0 - Individual Contributor is an SHL assessment designed to evaluate This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,P,"This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,"Sales Transformation 2.0 - Individual Contributor is an SHL assessment designed to evaluate This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,P,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Director, Executive, Front Line Manager, Manager, Supervisor,",,"Sales Transformation Report 1.0 - Sales Manager is an SHL assessment designed to evaluate This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Director, Executive, Front Line Manager, Manager, Supervisor,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,P,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Director, Executive, Front Line Manager, Manager, Supervisor,",,"Sales Transformation Report 2.0 - Sales Manager is an SHL assessment designed to evaluate This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.
The Job levels: Director, Executive, Front Line Manager, Manager, Supervisor,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",15,"Salesforce Development (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 15 minutes."
SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",12,"SAP ABAP (Advanced Level) (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 12 minutes."
SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",9,"SAP ABAP (Intermediate Level) (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 9 minutes."
SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",9,"SAP Basis (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 9 minutes."
SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",10,"SAP Business Objects WebI (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 10 minutes."
SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",9,"SAP BW (Business Warehouse) (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 9 minutes."
SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",,"SAP HCM (Human Capital Management) (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
